"","Year","President","Sentences"
"6971",2002,"Mbeki","They add to the qualitative improvements in learning and teaching in our schools and the dramatic improvements in Matric results, which show that the transformation process is starting to bear fruit.  "
"6972",2002,"Mbeki","The masses of our people, both black and white, both resident at home and abroad, are, like the peoples of the world, driven by hope and confidence in our future as a country.  "
"6973",2002,"Mbeki","They are determined to see our country progress, refusing to demobilise themselves by succumbing to carefully cultivated pessimism and despair. "
"6974",2002,"Mbeki","As a government elected by the overwhelming majority of our people, we have an obligation to respond to and sustain this hope and confidence in a rational, realistic and a practical manner.  "
"6975",2002,"Mbeki","As it must do, the Government has conducted its own thorough assessment of its own performance as well as the state of the nation. "
"6976",2002,"Mbeki","We have also studied carefully the findings and comments made by the academics from Stellenbosch.  "
"6977",2002,"Mbeki","We have also recalled our constitutional and legal obligations. "
"6978",2002,"Mbeki","We have also taken into account what the Stellenbosch academics said, that 'governance is not about pushing buttons and things happening instantaneously'.  "
"6979",2002,"Mbeki","The programme we will pursue this year builds on the foundations that have already been laid. "
"6980",2002,"Mbeki","It is informed by the broad objectives our country agreed upon in the context of the goal of reconstruction and development, at the centre of which is the eradication of the legacy of poverty and underdevelopment.  "
"6981",2002,"Mbeki","This year, the Government will work further to reduce the level of poverty in our society. "
"6982",2002,"Mbeki","This will be expressed in concrete, time-specific programmes.  "
"6983",2002,"Mbeki","This year, the Government will work further to develop our greatest resource, our people, including the working people, the women, the youth and the disabled. "
"6984",2002,"Mbeki","Particular attention will be paid to such matters as health, including AIDS, education and training and the National Youth Service.  "
"6985",2002,"Mbeki","This year, the Government will initiate additional programmes to improve the quality of life of all our people, encompassing such issues as safety and security and moral renewal.  "
"6986",2002,"Mbeki","This year, the Government will further intensify its attention on questions of social equity. "
"6987",2002,"Mbeki","This will include matters of black economic empowerment, women's emancipation, and justice for the disabled.  "
"6988",2002,"Mbeki","And this year, the Government will further increase its focus on the issue of achieving higher rates of economic growth and development. "
"6989",2002,"Mbeki","This will include promotion of domestic and foreign investment, trade promotion, a social accord and the convening of a growth summit.  "
"6990",2002,"Mbeki","This year, building on the agreement we have reached with the public sector unions, the Government will work further to improve the efficiency of government. "
"6991",2002,"Mbeki","We will pay particular attention to such questions as improving professional competence at all levels of government radically to change the quality of service delivery.  "
"6992",2002,"Mbeki","This year, the Government will take additional steps further to strengthen and entrench our system of democratic governance. "
"6993",2002,"Mbeki","This will include the appropriate celebration of the 5th anniversary of our Constitution and the resolution of the various questions relating to cultural, language, and religious rights, as well as the issue of the place and role of our traditional system of government.  "
"6994",2002,"Mbeki","This year, the Government will work to discharge its current international responsibilities. "
"6995",2002,"Mbeki","This will include the hosting of the Summit Conferences to which we have referred to and other tasks that relate to specific instances, including the situation in the Middle East, as well as the fight against terrorism.  "
